# Erzeugt von tools/license-audit.py — NICHT von Hand bearbeiten.
# Spalten: Name\tVersion\tLizenz\tHerkunft
yoke	0.8.3	Unicode-3.0	crates.io
yoke-derive	0.8.2	Unicode-3.0	crates.io
zerocopy	0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	crates.io
zerocopy-derive	0.8.56	BSD-2-Clause OR Apache-2.0 OR MIT	crates.io
zerofrom	0.1.8	Unicode-3.0	crates.io
zerofrom-derive	0.1.7	Unicode-3.0	crates.io
zeroize	1.9.0	Apache-2.0 OR MIT	crates.io
zerotrie	0.2.5	Unicode-3.0	crates.io
zerovec	0.11.8	Unicode-3.0	crates.io
zerovec-derive	0.11.6	Unicode-3.0	crates.io
zip	0.5.13	MIT	crates.io
zlib-rs	0.6.7	Zlib	crates.io
zmij	1.0.23	MIT	crates.io
zune-core	0.5.3	MIT OR Apache-2.0 OR Zlib	crates.io
zune-inflate	0.2.54	MIT OR Apache-2.0 OR Zlib	crates.io
zune-jpeg	0.5.15	MIT OR Apache-2.0 OR Zlib	crates.io
